file,camera,tags,duration_s,timestamp
clip_20250920_124134am.mp4,cam2,"person,face:Vivek",15,2025-09-20T00:41:34.283823+05:30
clip_20250920_124311am.mp4,cam2,"person,face:Vivek",15,2025-09-20T00:43:11.046727+05:30
clip_20250920_124347am.mp4,cam2,"person,face:Vivek",15,2025-09-20T00:43:47.137360+05:30
clip_20250920_124402am.mp4,cam2,"person,face:Vivek",15,2025-09-20T00:44:02.899035+05:30
clip_20250920_124455am.mp4,cam2,"person,face:Vivek",15,2025-09-20T00:44:55.003419+05:30
clip_20250920_124528am.mp4,cam2,"face:yashwanthhhh,person,face:Vivek",15,2025-09-20T00:45:28.018477+05:30
